ticker_code,company_name,company_name_ja,edinet_code,market,subcategory_id,subcategory_name_en,category_id,exposure_type,exposure_score,confidence_score,why_relevant,policy_transmission_type,time_horizon,evidence_type,source_ids,last_verified
3626,TIS,TIS,E05739,TSE,digital-03,"Government Cloud, Public-Sector IT Modernization & GovTech",digital,direct,78,70,Government and enterprise systems migration (TIS).,procurement,short|medium,EDINET-verified listing + segment/industry + policy mapping,digicloud|digiagency,2026-05-29
9432,NTT,日本電信電話,E04430,TSE,digital-03,"Government Cloud, Public-Sector IT Modernization & GovTech",digital,direct,80,74,NTT Data — large government-systems integrator.,procurement,short|medium,EDINET-verified listing + segment/industry + policy mapping,digicloud|digiagency,2026-05-29
4768,Otsuka Corporation,大塚商会,E05099,TSE,digital-03,"Government Cloud, Public-Sector IT Modernization & GovTech",digital,direct,74,62,SME/public IT services and cloud reselling.,procurement,short|medium,EDINET-verified listing + segment/industry + policy mapping,digicloud|digiagency,2026-05-29
3769,GMO Payment Gateway,GMOペイメントゲートウェイ,E05476,TSE,digital-11,"Digital Payments, Fintech Infrastructure & Cashless Economy",digital,direct,85,85,Online/merchant payment processing — direct cashless beneficiary.,demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,cashless,2026-05-29
8306,Mitsubishi UFJ Financial Group (MUFG),三菱UFJフィナンシャル・グループ,E03606,TSE,digital-11,"Digital Payments, Fintech Infrastructure & Cashless Economy",digital,direct,72,60,"Payments, cards and embedded finance.",demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,cashless,2026-05-29
3382,Seven & i Holdings,セブン&アイ・ホールディングス,E03462,TSE,digital-11,"Digital Payments, Fintech Infrastructure & Cashless Economy",digital,direct,72,58,nanaco / 7-pay merchant payments ecosystem.,demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,cashless,2026-05-29
8604,Nomura Holdings,野村ホールディングス,E03752,TSE,markets-01,New NISA & Household Savings-to-Investment Shift,markets,direct,84,82,Largest retail broker — direct NISA-flow beneficiary.,demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,nisa|amcenter,2026-05-29
8601,Daiwa Securities Group,大和証券グループ本社,E03753,TSE,markets-01,New NISA & Household Savings-to-Investment Shift,markets,direct,82,80,Retail brokerage and wealth platform — NISA inflows.,demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,nisa|amcenter,2026-05-29
8306,Mitsubishi UFJ Financial Group (MUFG),三菱UFJフィナンシャル・グループ,E03606,TSE,markets-01,New NISA & Household Savings-to-Investment Shift,markets,direct,76,68,Bank/securities distribution of NISA products.,demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,nisa|amcenter,2026-05-29
8697,Japan Exchange Group (JPX),日本取引所グループ,E03814,TSE,markets-01,New NISA & Household Savings-to-Investment Shift,markets,direct,78,70,Exchange volumes rise with the savings-to-investment shift.,demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,nisa|amcenter,2026-05-29
8604,Nomura Holdings,野村ホールディングス,E03752,TSE,markets-02,Asset Management Nation & Domestic Asset-Management Reform,markets,direct,80,75,Asset-management arm and the asset-management-center agenda.,market_structure,medium|long,EDINET-verified listing + segment/industry + policy mapping,amcenter|aop,2026-05-29
8601,Daiwa Securities Group,大和証券グループ本社,E03753,TSE,markets-02,Asset Management Nation & Domestic Asset-Management Reform,markets,direct,78,70,Asset management and wealth-management build-out.,market_structure,medium|long,EDINET-verified listing + segment/industry + policy mapping,amcenter|aop,2026-05-29
8058,Mitsubishi Corp,三菱商事,E02529,TSE,markets-05,"TSE Cost-of-Capital, PBR & Capital Efficiency Reform",markets,direct,78,70,"Cost-of-capital focus, ROE targets and large buybacks (trading-house re-rating).",disclosure,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,tsepbr|jpx,2026-05-29
8001,ITOCHU,伊藤忠商事,E02497,TSE,markets-05,"TSE Cost-of-Capital, PBR & Capital Efficiency Reform",markets,direct,76,68,Capital-efficiency and shareholder-return discipline.,disclosure,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,tsepbr|jpx,2026-05-29
6501,Hitachi,日立製作所,E01737,TSE,markets-05,"TSE Cost-of-Capital, PBR & Capital Efficiency Reform",markets,direct,78,72,Portfolio reform and ROIC focus — capital-efficiency poster child.,disclosure,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,tsepbr|jpx,2026-05-29
6178,Japan Post Holdings,日本郵政,E31748,TSE,markets-05,"TSE Cost-of-Capital, PBR & Capital Efficiency Reform",markets,direct,74,62,Low-P/B and asset-heavy balance sheet — cost-of-capital pressure target.,disclosure,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,tsepbr|jpx,2026-05-29
8801,Mitsui Fudosan,三井不動産,E03855,TSE,markets-05,"TSE Cost-of-Capital, PBR & Capital Efficiency Reform",markets,direct,72,60,Embedded real-estate value vs market cap — capital-efficiency scrutiny.,disclosure,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,tsepbr|jpx,2026-05-29
8306,Mitsubishi UFJ Financial Group (MUFG),三菱UFJフィナンシャル・グループ,E03606,TSE,markets-05,"TSE Cost-of-Capital, PBR & Capital Efficiency Reform",markets,direct,76,66,ROE improvement and capital-efficiency focus.,disclosure,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,tsepbr|jpx,2026-05-29
6501,Hitachi,日立製作所,E01737,TSE,markets-06,"Corporate Governance Code, Board Reform & Stewardship",markets,direct,76,68,Board reform and governance-substance leader.,disclosure,medium|long,EDINET-verified listing + segment/industry + policy mapping,cgcode|tsepbr,2026-05-29
8058,Mitsubishi Corp,三菱商事,E02529,TSE,markets-07,"Shareholder Returns, Buybacks & Balance-Sheet Optimization",markets,direct,82,78,"Large, repeated buybacks and rising dividends.",disclosure,short|medium,EDINET-verified listing + segment/industry + policy mapping,tsepbr|cgcode,2026-05-29
8001,ITOCHU,伊藤忠商事,E02497,TSE,markets-07,"Shareholder Returns, Buybacks & Balance-Sheet Optimization",markets,direct,80,74,Consistent buybacks and progressive dividends.,disclosure,short|medium,EDINET-verified listing + segment/industry + policy mapping,tsepbr|cgcode,2026-05-29
8031,Mitsui & Co,三井物産,E02513,TSE,markets-07,"Shareholder Returns, Buybacks & Balance-Sheet Optimization",markets,direct,78,72,Shareholder-return expansion.,disclosure,short|medium,EDINET-verified listing + segment/industry + policy mapping,tsepbr|cgcode,2026-05-29
7751,Canon,キヤノン,E02274,TSE,markets-07,"Shareholder Returns, Buybacks & Balance-Sheet Optimization",markets,direct,74,62,High payout and buyback history.,disclosure,short|medium,EDINET-verified listing + segment/industry + policy mapping,tsepbr|cgcode,2026-05-29
9432,NTT,日本電信電話,E04430,TSE,markets-07,"Shareholder Returns, Buybacks & Balance-Sheet Optimization",markets,direct,74,64,Large buyback program and dividend growth.,disclosure,short|medium,EDINET-verified listing + segment/industry + policy mapping,tsepbr|cgcode,2026-05-29
8766,Tokio Marine Holdings,東京海上ホールディングス,E03847,TSE,markets-08,Cross-Shareholding Reduction & Parent-Subsidiary Governance,markets,direct,82,78,Accelerated cross-shareholding reduction.,disclosure,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,cgcode|tsepbr,2026-05-29
8306,Mitsubishi UFJ Financial Group (MUFG),三菱UFJフィナンシャル・グループ,E03606,TSE,markets-08,Cross-Shareholding Reduction & Parent-Subsidiary Governance,markets,direct,80,75,Strategic-shareholding unwind program.,disclosure,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,cgcode|tsepbr,2026-05-29
8058,Mitsubishi Corp,三菱商事,E02529,TSE,markets-08,Cross-Shareholding Reduction & Parent-Subsidiary Governance,markets,direct,72,60,Cross-holding reduction at scale.,disclosure,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,cgcode|tsepbr,2026-05-29
8306,Mitsubishi UFJ Financial Group (MUFG),三菱UFJフィナンシャル・グループ,E03606,TSE,markets-10,Monetary Policy Normalization & Yield-Curve Repricing,markets,direct,85,85,Largest beneficiary of BOJ normalization via net interest margin.,monetary,short|medium,EDINET-verified listing + segment/industry + policy mapping,boj|mofjgb,2026-05-29
8766,Tokio Marine Holdings,東京海上ホールディングス,E03847,TSE,markets-10,Monetary Policy Normalization & Yield-Curve Repricing,markets,direct,78,70,Higher yields lift insurance investment income.,monetary,short|medium,EDINET-verified listing + segment/industry + policy mapping,boj|mofjgb,2026-05-29
8591,ORIX,オリックス,E04762,TSE,markets-10,Monetary Policy Normalization & Yield-Curve Repricing,markets,direct,72,60,Rate-sensitive financial / leasing earnings.,monetary,short|medium,EDINET-verified listing + segment/industry + policy mapping,boj|mofjgb,2026-05-29
8593,Mitsubishi HC Capital,三菱HCキャピタル,E04788,TSE,markets-10,Monetary Policy Normalization & Yield-Curve Repricing,markets,direct,72,58,Leasing spreads sensitive to rate normalization.,monetary,short|medium,EDINET-verified listing + segment/industry + policy mapping,boj|mofjgb,2026-05-29
8801,Mitsui Fudosan,三井不動産,E03855,TSE,markets-10,Monetary Policy Normalization & Yield-Curve Repricing,markets,headwind,55,55,Higher cost of capital pressures property valuations.,monetary,short|medium,EDINET-verified listing + segment/industry + policy mapping,boj|mofjgb,2026-05-29
6954,Fanuc,ファナック,E01946,TSE,labor-02,"SME Productivity, Labor-Saving Investment & Automation Subsidies",labor,direct,80,75,Automation/robots bought under labor-saving investment subsidies.,subsidy,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,newcap,2026-05-29
6506,Yaskawa Electric,安川電機,E01741,TSE,labor-02,"SME Productivity, Labor-Saving Investment & Automation Subsidies",labor,direct,78,72,Robots/servo for SME labor-saving capex.,subsidy,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,newcap,2026-05-29
6383,Daifuku,ダイフク,E01551,TSE,labor-02,"SME Productivity, Labor-Saving Investment & Automation Subsidies",labor,direct,76,68,Labor-saving intralogistics automation.,subsidy,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,newcap,2026-05-29
6465,Hoshizaki,ホシザキ,E01654,TSE,labor-02,"SME Productivity, Labor-Saving Investment & Automation Subsidies",labor,direct,72,58,Kitchen/food-service automation equipment.,subsidy,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,newcap,2026-05-29
9983,Fast Retailing,ファーストリテイリング,E03217,TSE,labor-01,"Structural Wage Growth, Minimum Wage & Price Pass-Through",labor,direct,72,58,Raised wages; large retail employer exposed to wage-cost and pass-through.,pricing_power,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,mwage|newcap,2026-05-29
3382,Seven & i Holdings,セブン&アイ・ホールディングス,E03462,TSE,labor-01,"Structural Wage Growth, Minimum Wage & Price Pass-Through",labor,direct,70,55,Wage-sensitive retail/food employer.,pricing_power,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,mwage|newcap,2026-05-29
9064,Yamato Holdings,ヤマトホールディングス,E04187,TSE,labor-12,"Logistics, Transport Labor Shortages & Last-Mile Productivity",labor,direct,82,80,Parcel pricing power and consolidation from the logistics 2024 problem.,pricing_power,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,logi2024|workstyle,2026-05-29
9143,SG Holdings,SGホールディングス,E32292,TSE,labor-12,"Logistics, Transport Labor Shortages & Last-Mile Productivity",labor,direct,82,78,Delivery pricing/efficiency under driver-shortage rules.,pricing_power,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,logi2024|workstyle,2026-05-29
6383,Daifuku,ダイフク,E01551,TSE,labor-12,"Logistics, Transport Labor Shortages & Last-Mile Productivity",labor,direct,78,72,Warehouse automation demand from logistics labor scarcity.,capex_demand,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,logi2024|workstyle,2026-05-29
6098,Recruit Holdings,リクルートホールディングス,E07801,TSE,labor-05,"Part-Time Work, Social Insurance Reform & the “Annual Income Barrier”",labor,direct,70,55,Staffing/HR exposure to part-time and social-insurance reform.,regulation,short|medium,EDINET-verified listing + segment/industry + policy mapping,incomebarrier,2026-05-29
4502,Takeda Pharmaceutical,武田薬品工業,E00919,TSE,health-02,"Drug Pricing, Reimbursement & Pharma Margin Pressure",health,headwind,62,70,Mature-drug portfolio exposed to annual drug-price cuts.,price_cut,short|medium,EDINET-verified listing + segment/industry + policy mapping,drugprice|medfee,2026-05-29
4503,Astellas Pharma,アステラス製薬,E00920,TSE,health-02,"Drug Pricing, Reimbursement & Pharma Margin Pressure",health,headwind,58,60,Drug-price revision pressure on established products.,price_cut,short|medium,EDINET-verified listing + segment/industry + policy mapping,drugprice|medfee,2026-05-29
7459,Medipal Holdings,メディパルホールディングス,E02632,TSE,health-02,"Drug Pricing, Reimbursement & Pharma Margin Pressure",health,headwind,56,58,Drug wholesaler margins squeezed by price revisions.,price_cut,short|medium,EDINET-verified listing + segment/industry + policy mapping,drugprice|medfee,2026-05-29
2784,Alfresa Holdings,アルフレッサホールディングス,E02962,TSE,health-02,"Drug Pricing, Reimbursement & Pharma Margin Pressure",health,headwind,56,56,Pharma wholesaler exposed to price-cut margin pressure.,price_cut,short|medium,EDINET-verified listing + segment/industry + policy mapping,drugprice|medfee,2026-05-29
9987,Suzuken,スズケン,E02780,TSE,health-02,"Drug Pricing, Reimbursement & Pharma Margin Pressure",health,headwind,55,55,Drug-distribution margins under price-revision pressure.,price_cut,short|medium,EDINET-verified listing + segment/industry + policy mapping,drugprice|medfee,2026-05-29
6702,Fujitsu,富士通,E01766,TSE,health-07,"Healthcare DX, Electronic Medical Records & Nationwide Data Platform",health,direct,78,70,EMR/hospital IT and healthcare-DX platform.,procurement,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,healthdx|digiagency,2026-05-29
6701,NEC,日本電気,E01765,TSE,health-07,"Healthcare DX, Electronic Medical Records & Nationwide Data Platform",health,direct,76,66,Hospital systems and healthcare IT.,procurement,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,healthdx|digiagency,2026-05-29
2413,M3,エムスリー,E05425,TSE,health-07,"Healthcare DX, Electronic Medical Records & Nationwide Data Platform",health,direct,78,70,Physician platform and healthcare-data services.,procurement,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,healthdx|digiagency,2026-05-29
1812,Kajima,鹿島建設,E00058,TSE,infra-01,"National Resilience, Disaster Prevention & Climate Adaptation Infrastructure",infra,direct,82,78,"National-resilience civil works (flood, seismic, road redundancy).",procurement,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,resilience|mlitmaint,2026-05-29
1802,Obayashi,大林組,E00055,TSE,infra-01,"National Resilience, Disaster Prevention & Climate Adaptation Infrastructure",infra,direct,82,78,Disaster-prevention and resilience construction.,procurement,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,resilience|mlitmaint,2026-05-29
1801,Taisei,大成建設,E00052,TSE,infra-01,"National Resilience, Disaster Prevention & Climate Adaptation Infrastructure",infra,direct,80,75,National-resilience public works.,procurement,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,resilience|mlitmaint,2026-05-29
1803,Shimizu,清水建設,E00053,TSE,infra-01,"National Resilience, Disaster Prevention & Climate Adaptation Infrastructure",infra,direct,78,72,Resilience and civil-engineering works.,procurement,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,resilience|mlitmaint,2026-05-29
1414,SHO-BOND Holdings,ショーボンドホールディングス,E00329,TSE,infra-02,"Aging Infrastructure Maintenance, Bridges, Tunnels & Roads",infra,direct,85,85,Bridge/infrastructure repair specialist — aging-maintenance pure play.,procurement,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,mlitmaint|resilience,2026-05-29
1812,Kajima,鹿島建設,E00058,TSE,infra-02,"Aging Infrastructure Maintenance, Bridges, Tunnels & Roads",infra,direct,74,64,Large-scale maintenance and renewal.,procurement,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,mlitmaint|resilience,2026-05-29
6301,Komatsu,小松製作所,E01532,TSE,infra-03,"i-Construction 2.0, Construction Automation & Infrastructure DX",infra,direct,84,82,Smart Construction (ICT machine control) — i-Construction 2.0 leader.,capex_demand,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,iconstruction|resilience,2026-05-29
6305,Hitachi Construction Machinery,日立建機,E01585,TSE,infra-03,"i-Construction 2.0, Construction Automation & Infrastructure DX",infra,direct,80,74,ICT construction machinery and automation.,capex_demand,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,iconstruction|resilience,2026-05-29
9064,Yamato Holdings,ヤマトホールディングス,E04187,TSE,infra-06,"Logistics 2024 Problem, Trucking Reform & Freight Productivity",infra,direct,82,78,Parcel pricing/efficiency under the logistics 2024 problem.,pricing_power,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,logi2024|workstyle,2026-05-29
9143,SG Holdings,SGホールディングス,E32292,TSE,infra-06,"Logistics 2024 Problem, Trucking Reform & Freight Productivity",infra,direct,82,78,Freight pricing and network efficiency.,pricing_power,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,logi2024|workstyle,2026-05-29
9201,Japan Airlines (JAL),日本航空,E04272,TSE,consumer-07,Inbound Tourism: Strategic Visitor Growth & Consumption Capture,consumer,direct,80,75,International routes — direct inbound-tourism beneficiary.,demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,tourism|jnto,2026-05-29
9202,ANA Holdings,ANAホールディングス,E04273,TSE,consumer-07,Inbound Tourism: Strategic Visitor Growth & Consumption Capture,consumer,direct,80,75,International network and inbound demand.,demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,tourism|jnto,2026-05-29
3088,MatsukiyoCocokara & Co,マツキヨココカラ&カンパニー,E03519,TSE,consumer-07,Inbound Tourism: Strategic Visitor Growth & Consumption Capture,consumer,direct,78,72,"Drugstore inbound consumption (cosmetics, OTC).",demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,tourism|jnto,2026-05-29
9021,West Japan Railway (JR West),西日本旅客鉄道,E04148,TSE,consumer-07,Inbound Tourism: Strategic Visitor Growth & Consumption Capture,consumer,direct,78,70,Kansai/western Japan inbound rail demand.,demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,tourism|jnto,2026-05-29
9022,Central Japan Railway (JR Central),東海旅客鉄道,E04149,TSE,consumer-07,Inbound Tourism: Strategic Visitor Growth & Consumption Capture,consumer,direct,76,66,Shinkansen inbound travel.,demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,tourism|jnto,2026-05-29
9983,Fast Retailing,ファーストリテイリング,E03217,TSE,consumer-07,Inbound Tourism: Strategic Visitor Growth & Consumption Capture,consumer,direct,74,62,Uniqlo flagship inbound sales.,demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,tourism|jnto,2026-05-29
4661,Oriental Land,オリエンタルランド,E04707,TSE,consumer-07,Inbound Tourism: Strategic Visitor Growth & Consumption Capture,consumer,direct,74,62,Theme-park inbound visitors.,demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,tourism|jnto,2026-05-29
8267,AEON,イオン,E03061,TSE,consumer-07,Inbound Tourism: Strategic Visitor Growth & Consumption Capture,consumer,indirect,58,55,Mall/retail inbound footfall.,demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,tourism|jnto,2026-05-29
3769,GMO Payment Gateway,GMOペイメントゲートウェイ,E05476,TSE,consumer-11,"Cashless Payments, Merchant Digitization & Consumption Data",consumer,direct,85,85,Merchant payment processing — cashless-ratio beneficiary.,demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,cashless,2026-05-29
3382,Seven & i Holdings,セブン&アイ・ホールディングス,E03462,TSE,consumer-11,"Cashless Payments, Merchant Digitization & Consumption Data",consumer,direct,72,60,nanaco / 7-pay and in-store cashless.,demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,cashless,2026-05-29
8267,AEON,イオン,E03061,TSE,consumer-11,"Cashless Payments, Merchant Digitization & Consumption Data",consumer,direct,72,58,WAON e-money and retail cashless.,demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,cashless,2026-05-29
8306,Mitsubishi UFJ Financial Group (MUFG),三菱UFJフィナンシャル・グループ,E03606,TSE,consumer-11,"Cashless Payments, Merchant Digitization & Consumption Data",consumer,direct,72,58,Cards and payment rails.,demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,cashless,2026-05-29
3382,Seven & i Holdings,セブン&アイ・ホールディングス,E03462,TSE,consumer-03,"Child Allowance, Birth Support & Family Income Transfers",consumer,indirect,56,52,Family/household consumption from child-allowance transfers.,demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,cfs,2026-05-29
9843,Nitori Holdings,ニトリホールディングス,E03144,TSE,consumer-03,"Child Allowance, Birth Support & Family Income Transfers",consumer,direct,70,55,Household-goods demand from family income transfers.,demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,cfs,2026-05-29
8001,ITOCHU,伊藤忠商事,E02497,TSE,food-01,"Food Security, Self-Sufficiency & Supply Resilience",food,direct,78,70,"Food/grain handling, Dole and food-security supply chains.",capex_demand,medium|long,EDINET-verified listing + segment/industry + policy mapping,maffbasic,2026-05-29
8058,Mitsubishi Corp,三菱商事,E02529,TSE,food-01,"Food Security, Self-Sufficiency & Supply Resilience",food,direct,78,70,"Food, salmon and grain — food-security exposure.",capex_demand,medium|long,EDINET-verified listing + segment/industry + policy mapping,maffbasic,2026-05-29
8031,Mitsui & Co,三井物産,E02513,TSE,food-01,"Food Security, Self-Sufficiency & Supply Resilience",food,direct,76,66,Grain and food supply chains.,capex_demand,medium|long,EDINET-verified listing + segment/industry + policy mapping,maffbasic,2026-05-29
3038,Kobe Bussan,神戸物産,E02999,TSE,food-01,"Food Security, Self-Sufficiency & Supply Resilience",food,direct,74,62,Gyomu Super value retail; food-supply resilience and import sourcing.,pricing_power,medium|long,EDINET-verified listing + segment/industry + policy mapping,maffbasic,2026-05-29
6326,Kubota,クボタ,E01267,TSE,food-04,"Smart Agriculture, Robotics & Labor-Saving Farm Tech",food,direct,84,82,Autonomous tractors and smart-agriculture systems leader.,subsidy,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,smartagri|maffbasic,2026-05-29
2801,Kikkoman,キッコーマン,E00435,TSE,food-08,"Food Exports, Japan Food Brands & Inbound Food Consumption",food,direct,82,80,Soy-sauce and seasoning global brand — food-export leader.,demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,maffbasic,2026-05-29
2802,Ajinomoto,味の素,E00436,TSE,food-08,"Food Exports, Japan Food Brands & Inbound Food Consumption",food,direct,78,72,Amino acids and seasonings global brand.,demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,maffbasic,2026-05-29
2897,Nissin Foods Holdings,日清食品ホールディングス,E00457,TSE,food-08,"Food Exports, Japan Food Brands & Inbound Food Consumption",food,direct,78,70,Instant noodles global brand exports.,demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,maffbasic,2026-05-29
8001,ITOCHU,伊藤忠商事,E02497,TSE,food-08,"Food Exports, Japan Food Brands & Inbound Food Consumption",food,direct,74,62,Food brands and export logistics.,demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,maffbasic,2026-05-29
5016,JX Advanced Metals,JX金属,E01081,TSE,food-16,"Circular Economy, Recycling Infrastructure & Resource Autonomy",food,direct,75,65,Metals recovery and recycling — circular-economy resource autonomy.,subsidy,medium|long,EDINET-verified listing + segment/industry + policy mapping,circular|plasticact,2026-05-29
6361,Ebara,荏原製作所,E01542,TSE,food-16,"Circular Economy, Recycling Infrastructure & Resource Autonomy",food,direct,72,58,Environmental/waste equipment for recycling infrastructure.,procurement,medium|long,EDINET-verified listing + segment/industry + policy mapping,circular|plasticact,2026-05-29
8058,Mitsubishi Corp,三菱商事,E02529,TSE,food-16,"Circular Economy, Recycling Infrastructure & Resource Autonomy",food,direct,72,58,Recycling and circular-economy ventures.,capex_demand,medium|long,EDINET-verified listing + segment/industry + policy mapping,circular|plasticact,2026-05-29
2413,M3,エムスリー,E05425,TSE,health-01,Medical Fee Revision & Provider Reimbursement,health,direct,72,60,Physician/clinic platform tied to fee-revision-driven reimbursement DX.,reimbursement,short|medium,EDINET-verified listing + segment/industry + policy mapping,medfee|drugprice,2026-05-29
3088,MatsukiyoCocokara & Co,マツキヨココカラ&カンパニー,E03519,TSE,health-01,Medical Fee Revision & Provider Reimbursement,health,direct,72,58,Dispensing fees and pharmacy reimbursement under the fee schedule.,reimbursement,short|medium,EDINET-verified listing + segment/industry + policy mapping,medfee|drugprice,2026-05-29
7459,Medipal Holdings,メディパルホールディングス,E02632,TSE,health-01,Medical Fee Revision & Provider Reimbursement,health,indirect,58,55,Drug distribution to providers exposed to reimbursement settings.,reimbursement,short|medium,EDINET-verified listing + segment/industry + policy mapping,medfee|drugprice,2026-05-29
6098,Recruit Holdings,リクルートホールディングス,E07801,TSE,labor-07,"Women’s Labor Participation, Childcare & Work-Family Support",labor,indirect,59,58,Women-focused employment and job-matching platforms.,demand_creation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,cfs,2026-05-29
9064,Yamato Holdings,ヤマトホールディングス,E04187,TSE,labor-11,"Work-Style Reform, Overtime Caps & 2024 Problem Sectors",labor,direct,78,70,Driver overtime caps (2024 problem) drive parcel pricing and network redesign.,pricing_power,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,workstyle|logi2024,2026-05-29
9143,SG Holdings,SGホールディングス,E32292,TSE,labor-11,"Work-Style Reform, Overtime Caps & 2024 Problem Sectors",labor,direct,78,70,Work-hour caps push freight pricing power and consolidation.,pricing_power,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,workstyle|logi2024,2026-05-29
1812,Kajima,鹿島建設,E00058,TSE,labor-11,"Work-Style Reform, Overtime Caps & 2024 Problem Sectors",labor,indirect,58,55,Construction overtime caps pressure project schedules and labor cost.,regulation,short|medium|long,EDINET-verified listing + segment/industry + policy mapping,workstyle|logi2024,2026-05-29
2802,Ajinomoto,味の素,E00436,TSE,food-06,"Sustainable Inputs: Pesticide Reduction, Organic Farming & Bio-Inputs",food,direct,72,58,Biostimulants/amino-acid inputs aligned with sustainable-input goals (MIDORI).,subsidy,medium|long,EDINET-verified listing + segment/industry + policy mapping,midori|maffbasic,2026-05-29
2749,JP Holdings,JPホールディングス,E05306,TSE,labor-08,Universal / Flexible Childcare & “Kodomo Dare Demo Tsuen”,labor,direct,78,70,Listed nursery operator; direct beneficiary of new funded childcare hours.,fiscal (services),short|medium,EDINET-verified listing + segment/industry + policy mapping,kdt|cfs,2026-05-29
6189,Global Kids Company,グローバルキッズCOMPANY,E32156,TSE,labor-08,Universal / Flexible Childcare & “Kodomo Dare Demo Tsuen”,labor,direct,76,66,Listed childcare operator exposed to the new flexible-childcare benefit.,fiscal (services),short|medium,EDINET-verified listing + segment/industry + policy mapping,kdt|cfs,2026-05-29
2749,JP Holdings,JPホールディングス,E05306,TSE,labor-07,"Women’s Labor Participation, Childcare & Work-Family Support",labor,direct,75,65,Nursery network expanding with childcare-support funding.,fiscal (services),short|medium|long,EDINET-verified listing + segment/industry + policy mapping,cfs,2026-05-29
6189,Global Kids Company,グローバルキッズCOMPANY,E32156,TSE,labor-07,"Women’s Labor Participation, Childcare & Work-Family Support",labor,direct,72,60,Childcare operator tied to work-family support spending.,fiscal (services),short|medium|long,EDINET-verified listing + segment/industry + policy mapping,cfs,2026-05-29
2749,JP Holdings,JPホールディングス,E05306,TSE,consumer-03,"Child Allowance, Birth Support & Family Income Transfers",consumer,indirect,58,55,Family-services demand supported by child-allowance transfers.,fiscal (transfer),short|medium|long,EDINET-verified listing + segment/industry + policy mapping,cfs,2026-05-29
